JobID         AllocCPUS    Elapsed 
28750660              1   00:09:14 
28750661              1   00:08:59 
28750662              1   00:08:59 
28750663              1   00:08:59 
28750664              1   00:08:59 
28750665              1   00:09:00 
28750666              1   00:09:00 
28750667              1   00:08:57 
28750668              1   00:08:59 
28750669              1   00:09:02 
28750670              1   00:08:59 
28750671              1   00:09:08 
28750672              1   00:08:59 
28750673              1   00:08:59 
28750674              1   00:08:58 
28750675              1   00:08:56 
28750676              1   00:08:58 
28750677              1   00:08:56 
28750678              1   00:08:46 
28750679              1   00:08:47 
28750680              1   00:08:43 
28750681              1   00:08:42 
28750682              1   00:08:44 
28750683              1   00:08:44 
28750684              1   00:08:43 
28750685              1   00:08:45 
28750686              1   00:08:58 
28750687              1   00:08:45 
28750688              1   00:08:44 
28750689              1   00:08:44 
28750690              1   00:08:46 
28750691              1   00:08:43 
28750692              1   00:08:43 
28750693              1   00:08:43 
28750694              1   00:08:55 
28750695              1   00:09:10 
28750696              1   00:09:11 
28750697              1   00:09:10 
28750698              1   00:09:11 
28750699              1   00:09:12 
28750700              1   00:09:10 
28750701              1   00:09:20 
28750702              1   00:09:12 
28750703              1   00:09:11 
28750704              1   00:09:10 
28750705              1   00:09:09 
28750706              1   00:09:10 
28750707              1   00:09:10 
28750708              1   00:09:09 
28750709              1   00:09:09 
28750710              1   00:09:12 
28750711              1   00:09:21 
28750712              1   00:09:09 
28750713              1   00:09:08 
28750714              1   00:09:09 
28750715              1   00:09:09 
28750716              1   00:09:10 
28750717              1   00:09:09 
28750718              1   00:09:10 
28750719              1   00:09:10 
28750720              1   00:09:14 
28750721              1   00:09:09 
28750722              1   00:09:08 
28750723              1   00:09:28 
28750724              1   00:09:09 
28750725              1   00:09:01 
28750726              1   00:09:01 
28750727              1   00:09:01 
28750728              1   00:09:00 
28750729              1   00:09:09 
28750730              1   00:09:01 
28750731              1   00:09:02 
28750732              1   00:09:02 
28750733              1   00:09:00 
28750734              1   00:09:02 
28750736              1   00:09:16 
28750737              1   00:09:09 
28750738              1   00:09:01 
28750739              1   00:09:11 
28750740              1   00:09:00 
28750741              1   00:09:01 
28750742              1   00:09:00 
28750743              1   00:08:54 
28750744              1   00:08:39 
28750745              1   00:08:40 
28750746              1   00:08:40 
28750747              1   00:08:40 
28750748              1   00:08:48 
28750749              1   00:08:38 
28750750              1   00:08:41 
28750751              1   00:08:40 
28750752              1   00:08:50 
28750753              1   00:08:59 
28750754              1   00:08:50 
28750755              1   00:08:50 
28750756              1   00:08:50 
28750757              1   00:08:50 
28750758              1   00:08:54 
28750759              1   00:08:58 
28750760              1   00:08:49 
28750761              1   00:08:49 
28750762              1   00:08:49 
28750763              1   00:08:49 
28750764              1   00:08:50 
28750765              1   00:08:49 
28750766              1   00:08:58 
28750767              1   00:08:50 
28750768              1   00:08:49 
28750769              1   00:09:13 
28750770              1   00:09:09 
28750771              1   00:09:24 
28750772              1   00:09:21 
28750773              1   00:09:25 
28750774              1   00:09:23 
28750775              1   00:09:20 
28750776              1   00:09:07 
28750777              1   00:09:25 
28750778              1   00:09:22 
28750779              1   00:09:05 
28750780              1   00:09:05 
28750781              1   00:09:12 
28750782              1   00:09:05 
28750783              1   00:09:08 
28750784              1   00:09:05 
28750785              1   00:09:04 
28750786              1   00:09:20 
28750787              1   00:09:05 
28750788              1   00:09:05 
28750789              1   00:09:08 
28750790              1   00:09:07 
28750791              1   00:09:10 
28750792              1   00:09:09 
28750793              1   00:09:09 
28750794              1   00:09:07 
28750795              1   00:09:13 
28750796              1   00:09:09 
28750797              1   00:09:05 
28750798              1   00:09:10 
28750799              1   00:09:09 
28750800              1   00:09:17 
28750801              1   00:09:06 
28750802              1   00:09:08 
28750803              1   00:09:10 
28750804              1   00:09:09 
28750805              1   00:09:10 
28750806              1   00:08:34 
28750807              1   00:08:34 
28750808              1   00:08:34 
28750809              1   00:08:45 
28750810              1   00:08:37 
28750811              1   00:08:35 
28750812              1   00:08:36 
28750813              1   00:08:36 
28750814              1   00:08:38 
28750815              1   00:08:36 
28750816              1   00:08:37 
28750817              1   00:08:37 
28750818              1   00:08:40 
28750819              1   00:08:36 
28750820              1   00:08:38 
28750821              1   00:08:38 
28750822              1   00:08:39 
28750823              1   00:08:40 
28750824              1   00:08:40 
28750825              1   00:08:37 
28750826              1   00:08:45 
28750827              1   00:08:45 
28750828              1   00:08:40 
28750829              1   00:08:52 
28750830              1   00:08:39 
28750831              1   00:08:38 
28750832              1   00:08:39 
28750833              1   00:08:39 
28750834              1   00:08:37 
28750835              1   00:08:38 
28750836              1   00:08:44 
28750837              1   00:08:40 
28750838              1   00:08:43 
28750839              1   00:08:40 
28750840              1   00:08:40 
28750841              1   00:08:40 
28750842              1   00:08:36 
28750843              1   00:08:42 
28750844              1   00:08:41 
28750845              1   00:08:41 
28750846              1   00:08:51 
28750847              1   00:08:45 
28750848              1   00:08:39 
30688969              1   00:01:50 
30690730              1   00:02:02 
30690731              1   00:01:55 
30690732              1   00:02:03 
30690733              1   00:02:04 
30690734              1   00:02:55 
30690735              1   00:02:27 
30690736              1   00:02:04 
30690737              1   00:02:14 
30690738              1   00:02:29 
30690739              1   00:02:16 
30691169              1   00:00:12 
30691170              1   00:00:14 
30691171              1   00:00:17 
30691172              1   00:00:16 
30691173              1   00:00:15 
30691174              1   00:00:15 
30691175              1   00:00:16 
30691176              1   00:00:16 
30691177              1   00:00:16 
30691178              1   00:00:14 
30691179              1   00:00:15 
30691180              1   00:00:14 
30691181              1   00:00:13 
30691182              1   00:00:14 
30691183              1   00:00:16 
30691184              1   00:00:19 
30691185              1   00:00:17 
30691186              1   00:00:16 
30691187              1   00:00:13 
30691188              1   00:00:11 
30691189              1   00:00:12 
30691190              1   00:00:13 
30691191              1   00:00:16 
30691192              1   00:00:18 
30691193              1   00:00:17 
30691194              1   00:00:16 
30691195              1   00:00:17 
30691196              1   00:00:21 
30691197              1   00:00:15 
30691198              1   00:00:12 
30691199              1   00:00:12 
30691200              1   00:00:15 
30691201              1   00:00:16 
30691202              1   00:00:17 
30691203              1   00:00:19 
30691204              1   00:00:20 
30691205              1   00:00:19 
30691206              1   00:00:21 
30691207              1   00:00:17 
30691208              1   00:00:12 
30691209              1   00:00:14 
30691210              1   00:00:15 
30691211              1   00:00:16 
30691212              1   00:00:19 
30691213              1   00:00:17 
30691214              1   00:00:16 
30691215              1   00:00:19 
30691216              1   00:00:28 
30691217              1   00:00:19 
30691218              1   00:00:13 
30691219              1   00:00:12 
30691220              1   00:00:13 
30691221              1   00:00:14 
30691222              1   00:00:15 
30691223              1   00:00:16 
30691224              1   00:00:18 
30691225              1   00:00:19 
30691226              1   00:00:24 
30691227              1   00:00:17 
30691228              1   00:00:12 
30691229              1   00:00:12 
30691230              1   00:00:11 
30691231              1   00:00:13 
30691232              1   00:00:16 
30691233              1   00:00:16 
30691234              1   00:00:18 
30691235              1   00:00:18 
30691236              1   00:00:25 
30691237              1   00:00:18 
30691238              1   00:00:12 
30691239              1   00:00:12 
30691240              1   00:00:13 
30691241              1   00:00:12 
30691242              1   00:00:14 
30691243              1   00:00:15 
30691244              1   00:00:18 
30691245              1   00:00:21 
30691246              1   00:00:20 
30691247              1   00:00:19 
30691248              1   00:00:14 
30691249              1   00:00:12 
30691250              1   00:00:13 
30691251              1   00:00:13 
30691252              1   00:00:13 
30691253              1   00:00:13 
30691254              1   00:00:14 
30691255              1   00:00:16 
30691256              1   00:00:23 
30691257              1   00:00:18 
30691258              1   00:00:13 
30691259              1   00:00:12 
30691260              1   00:00:12 
30691261              1   00:00:12 
30691262              1   00:00:13 
30691263              1   00:00:14 
30691264              1   00:00:16 
30691265              1   00:00:17 
30691266              1   00:00:16 
30691267              1   00:00:17 
30691268              1   00:00:14 
30691269              1   00:00:14 
30691270              1   00:00:15 
30691271              1   00:00:16 
30691272              1   00:00:18 
30691273              1   00:00:14 
30691274              1   00:00:16 
30691275              1   00:00:16 
30691276              1   00:00:19 
30691277              1   00:00:14 
30691278              1   00:00:12 
30691279              1   00:00:14 
30691280              1   00:00:17 
30691281              1   00:00:19 
30691282              1   00:00:24 
30691283              1   00:00:27 
30691284              1   00:00:25 
30691285              1   00:00:25 
30691286              1   00:00:21 
30691287              1   00:00:14 
30691288              1   00:00:12 
30691289              1   00:00:15 
30691290              1   00:00:20 
30691291              1   00:00:24 
30691292              1   00:00:31 
30691293              1   00:00:27 
30691294              1   00:00:23 
30691295              1   00:00:28 
30691296              1   00:00:34 
30691297              1   00:00:18 
30691298              1   00:00:12 
30691299              1   00:00:16 
30691300              1   00:00:20 
30691301              1   00:00:20 
30691302              1   00:00:25 
30691303              1   00:00:28 
30691304              1   00:00:38 
30691305              1   00:00:35 
30691306              1   00:00:34 
30691307              1   00:00:23 
30691308              1   00:00:12 
30691309              1   00:00:14 
30691310              1   00:00:16 
30691311              1   00:00:20 
30691312              1   00:00:27 
30691313              1   00:00:27 
30691314              1   00:00:28 
30691315              1   00:00:31 
30691316              1   00:00:41 
30691317              1   00:00:25 
30691318              1   00:00:13 
30691319              1   00:00:12 
30691320              1   00:00:15 
30691321              1   00:00:18 
30691322              1   00:00:21 
30691323              1   00:00:25 
30691324              1   00:00:26 
30691325              1   00:00:29 
30691326              1   00:00:36 
30691327              1   00:00:27 
30691328              1   00:00:12 
30691329              1   00:00:12 
30691330              1   00:00:15 
30691331              1   00:00:15 
30691332              1   00:00:16 
30691333              1   00:00:20 
30691334              1   00:00:22 
30691335              1   00:00:26 
30691336              1   00:00:32 
30691337              1   00:00:24 
30691338              1   00:00:13 
30691339              1   00:00:12 
30691340              1   00:00:12 
30691341              1   00:00:13 
30691342              1   00:00:17 
30691343              1   00:00:16 
30691344              1   00:00:18 
30691345              1   00:00:23 
30691346              1   00:00:29 
30691347              1   00:00:25 
30691348              1   00:00:14 
30691349              1   00:00:12 
30691350              1   00:00:12 
30691351              1   00:00:13 
30691352              1   00:00:13 
30691353              1   00:00:15 
30691354              1   00:00:17 
30691355              1   00:00:19 
30691356              1   00:00:27 
30691357              1   00:00:20 
30691358              1   00:00:12 
30691359              1   00:00:11 
30691360              1   00:00:11 
30691361              1   00:00:12 
30691362              1   00:00:13 
30691363              1   00:00:13 
30691364              1   00:00:13 
30691365              1   00:00:15 
30691366              1   00:00:23 
30691367              1   00:00:16 
30691368              1   00:00:13 
30691369              1   00:00:17 
30691370              1   00:00:19 
30691371              1   00:00:23 
30691372              1   00:00:25 
30691373              1   00:00:24 
30691374              1   00:00:20 
30691375              1   00:00:20 
30691376              1   00:00:15 
30691377              1   00:00:13 
30691378              1   00:00:11 
30691379              1   00:00:20 
30691380              1   00:00:28 
30691381              1   00:00:37 
30691382              1   00:01:11 
30691383              1   00:00:47 
30691384              1   00:00:34 
30691385              1   00:00:32 
30691386              1   00:00:33 
30691387              1   00:00:17 
30691388              1   00:00:11 
30691389              1   00:00:24 
30691390              1   00:00:33 
30691391              1   00:00:34 
30691392              1   00:00:48 
30691393              1   00:00:53 
30691394              1   00:00:56 
30691395              1   00:00:48 
30691396              1   00:00:43 
30691397              1   00:00:22 
30691398              1   00:00:13 
30691399              1   00:00:18 
30691400              1   00:00:26 
30691401              1   00:00:30 
30691402              1   00:00:47 
30691403              1   00:00:51 
30691404              1   00:00:48 
30691405              1   00:00:53 
30691406              1   00:00:55 
30691407              1   00:00:33 
30691408              1   00:00:13 
30691409              1   00:00:15 
30691410              1   00:00:17 
30691411              1   00:00:22 
30691412              1   00:00:50 
30691413              1   00:00:48 
30691414              1   00:00:40 
30691415              1   00:00:50 
30691416              1   00:01:03 
30691417              1   00:00:38 
30691418              1   00:00:16 
30691419              1   00:00:13 
30691420              1   00:00:15 
30691421              1   00:00:18 
30691422              1   00:00:29 
30691423              1   00:00:31 
30691424              1   00:00:33 
30691425              1   00:00:40 
30691426              1   00:00:53 
30691427              1   00:00:37 
30691428              1   00:00:14 
30691429              1   00:00:13 
30691430              1   00:00:13 
30691431              1   00:00:15 
30691432              1   00:00:19 
30691433              1   00:00:21 
30691434              1   00:00:25 
30691435              1   00:00:32 
30691436              1   00:00:52 
30691437              1   00:00:34 
30691438              1   00:00:14 
30691439              1   00:00:12 
30691440              1   00:00:12 
30691441              1   00:00:13 
30691442              1   00:00:17 
30691443              1   00:00:20 
30691444              1   00:00:19 
30691445              1   00:00:24 
30691446              1   00:00:35 
30691447              1   00:00:26 
30691448              1   00:00:13 
30691449              1   00:00:13 
30691450              1   00:00:12 
30691451              1   00:00:12 
30691452              1   00:00:14 
30691453              1   00:00:14 
30691454              1   00:00:17 
30691455              1   00:00:20 
30691456              1   00:00:25 
30691457              1   00:00:24 
30691458              1   00:00:13 
30691459              1   00:00:12 
30691460              1   00:00:12 
30691461              1   00:00:12 
30691462              1   00:00:13 
30691463              1   00:00:13 
30691464              1   00:00:14 
30691465              1   00:00:19 
30691466              1   00:00:23 
30691467              1   00:00:21 
30691468              1   00:00:14 
30691469              1   00:00:25 
30691470              1   00:00:28 
30691471              1   00:00:30 
30691472              1   00:00:40 
30691473              1   00:00:39 
30691474              1   00:00:25 
30691475              1   00:00:21 
30691476              1   00:00:16 
30691477              1   00:00:12 
30691478              1   00:00:11 
30691479              1   00:00:39 
30691480              1   00:00:51 
30691481              1   00:01:25 
30691482              1   00:01:24 
30691483              1   00:01:06 
30691484              1   00:00:46 
30691485              1   00:00:45 
30691486              1   00:00:35 
30691487              1   00:00:18 
30691488              1   00:00:12 
30691489              1   00:00:36 
30691490              1   00:00:44 
30691491              1   00:00:56 
30691492              1   00:01:37 
30691493              1   00:01:24 
30691494              1   00:01:09 
30691495              1   00:01:01 
30691496              1   00:00:54 
30691497              1   00:00:26 
30691498              1   00:00:12 
30691499              1   00:00:24 
30691500              1   00:00:33 
30691501              1   00:00:45 
30691502              1   00:01:32 
30691503              1   00:01:20 
30691504              1   00:01:11 
30691505              1   00:01:09 
30691506              1   00:01:11 
30691507              1   00:00:41 
30691508              1   00:00:13 
30691509              1   00:00:15 
30691510              1   00:00:20 
30691511              1   00:00:27 
30691512              1   00:00:47 
30691513              1   00:00:53 
30691514              1   00:00:55 
30691515              1   00:01:37 
30691516              1   00:01:21 
30691517              1   00:00:40 
30691518              1   00:00:13 
30691519              1   00:00:14 
30691520              1   00:00:15 
30691521              1   00:00:19 
30691522              1   00:00:33 
30691523              1   00:00:35 
30691524              1   00:00:50 
30691525              1   00:00:50 
30691526              1   00:01:04 
30691527              1   00:00:44 
30691528              1   00:00:14 
30691529              1   00:00:14 
30691530              1   00:00:14 
30691531              1   00:00:15 
30691532              1   00:00:18 
30691533              1   00:00:29 
30691534              1   00:00:32 
30691535              1   00:00:34 
30691536              1   00:00:52 
30691537              1   00:00:32 
30691538              1   00:00:16 
30691539              1   00:00:12 
30691540              1   00:00:12 
30691541              1   00:00:14 
30691542              1   00:00:18 
30691543              1   00:00:22 
30691544              1   00:00:23 
30691545              1   00:00:28 
30691546              1   00:00:34 
30691547              1   00:00:34 
30691548              1   00:00:15 
30691549              1   00:00:11 
30691550              1   00:00:12 
30691551              1   00:00:13 
30691552              1   00:00:15 
30691553              1   00:00:16 
30691554              1   00:00:15 
30691555              1   00:00:22 
30691556              1   00:00:30 
30691557              1   00:00:26 
30691558              1   00:00:13 
30691559              1   00:00:11 
30691560              1   00:00:12 
30691561              1   00:00:12 
30691562              1   00:00:14 
30691563              1   00:00:15 
30691564              1   00:00:15 
30691565              1   00:00:17 
30691566              1   00:00:26 
30691567              1   00:00:19 
30691568              1   00:00:13 
30691569              1   00:00:31 
30691570              1   00:00:40 
30691571              1   00:00:52 
30691572              1   00:01:00 
30691573              1   00:00:43 
30691574              1   00:00:27 
30691575              1   00:00:23 
30691576              1   00:00:17 
30691577              1   00:00:13 
30691578              1   00:00:11 
30691579              1   00:01:23 
30691580              1   00:01:34 
30691581              1   00:01:27 
30691582              1   00:01:55 
30691583              1   00:01:31 
30691584              1   00:01:05 
30691585              1   00:00:44 
30691586              1   00:00:37 
30691587              1   00:00:20 
30691588              1   00:00:11 
30691589              1   00:00:48 
30691590              1   00:01:09 
30691591              1   00:01:26 
30691592              1   00:02:14 
30691593              1   00:01:51 
30691594              1   00:01:29 
30691595              1   00:01:18 
30691596              1   00:01:00 
30691597              1   00:00:29 
30691598              1   00:00:12 
30691599              1   00:00:26 
30691600              1   00:01:01 
30691601              1   00:01:07 
30691602              1   00:01:57 
30691603              1   00:02:07 
30691604              1   00:01:37 
30691605              1   00:01:32 
30691606              1   00:01:15 
30691607              1   00:00:35 
30691608              1   00:00:14 
30691609              1   00:00:17 
30691610              1   00:00:29 
30691611              1   00:00:38 
30691612              1   00:01:11 
30691613              1   00:01:25 
30691614              1   00:01:29 
30691615              1   00:01:40 
30691616              1   00:01:23 
30691617              1   00:00:49 
30691618              1   00:00:15 
30691619              1   00:00:14 
30691620              1   00:00:22 
30691621              1   00:00:21 
30691622              1   00:00:38 
30691623              1   00:00:47 
30691624              1   00:00:53 
30691625              1   00:01:03 
30691626              1   00:01:03 
30691627              1   00:00:53 
30691628              1   00:00:15 
30691629              1   00:00:14 
30691630              1   00:00:15 
30691631              1   00:00:18 
30691632              1   00:00:31 
30691633              1   00:00:37 
30691634              1   00:00:34 
30691635              1   00:00:44 
30691636              1   00:00:59 
30691637              1   00:00:41 
30691638              1   00:00:15 
30691639              1   00:00:13 
30691640              1   00:00:13 
30691641              1   00:00:18 
30691642              1   00:00:18 
30691643              1   00:00:21 
30691644              1   00:00:25 
30691645              1   00:00:30 
30691646              1   00:00:53 
30691647              1   00:00:28 
30691648              1   00:00:14 
30691649              1   00:00:12 
30691650              1   00:00:14 
30691651              1   00:00:15 
30691652              1   00:00:19 
30691653              1   00:00:17 
30691654              1   00:00:17 
30691655              1   00:00:24 
30691656              1   00:00:28 
30691657              1   00:00:24 
30691658              1   00:00:14 
30691659              1   00:00:13 
30691660              1   00:00:13 
30691661              1   00:00:13 
30691662              1   00:00:15 
30691663              1   00:00:16 
30691664              1   00:00:15 
30691665              1   00:00:17 
30691666              1   00:00:22 
30691667              1   00:00:22 
30691668              1   00:00:12 
30691669              1   00:00:29 
30691670              1   00:00:51 
30691671              1   00:01:01 
30691672              1   00:01:00 
30691673              1   00:00:44 
30691674              1   00:00:26 
30691675              1   00:00:23 
30691676              1   00:00:18 
30691677              1   00:00:13 
30691678              1   00:00:12 
30691679              1   00:01:05 
30691680              1   00:01:30 
30691681              1   00:01:35 
30691682              1   00:02:15 
30691683              1   00:01:36 
30691684              1   00:01:27 
30691685              1   00:00:47 
30691686              1   00:00:29 
30691687              1   00:00:17 
30691688              1   00:00:12 
30691689              1   00:01:06 
30691690              1   00:01:23 
30691691              1   00:01:53 
30691692              1   00:03:10 
30691693              1   00:02:28 
30691694              1   00:01:45 
30691695              1   00:01:10 
30691696              1   00:00:54 
30691697              1   00:00:25 
30691698              1   00:00:13 
30691699              1   00:00:32 
30691700              1   00:00:56 
30691701              1   00:01:16 
30691702              1   00:02:18 
30691703              1   00:02:22 
30691704              1   00:02:00 
30691705              1   00:01:53 
30691706              1   00:01:30 
30691707              1   00:00:31 
30691708              1   00:00:13 
30691709              1   00:00:20 
30691710              1   00:00:25 
30691711              1   00:00:40 
30691712              1   00:01:38 
30691713              1   00:02:38 
30691714              1   00:01:42 
30691715              1   00:01:41 
30691716              1   00:01:30 
30691717              1   00:00:38 
30691718              1   00:00:13 
30691719              1   00:00:16 
30691720              1   00:00:22 
30691721              1   00:00:29 
30691722              1   00:00:51 
30691723              1   00:01:06 
30691724              1   00:01:18 
30691725              1   00:01:08 
30691726              1   00:01:18 
30691727              1   00:00:45 
